ID,NAME,ELEMENT_URL,DOWNLOAD_URL,HAS_ID,HAS_NAME,HAS_DESCRIPTION,HAS_DOWNLOAD,HAS_TAGS,HAS_DATA,HAS_RELATEDW,ERR_ID,ERR_NAME,ERR_DESCRIPTION,ERR_DOWNLOAD,ERR_TAGS,ERR_DATA,ERR_RELATEDW,DESCRIPTION,TAGS,DATA,RELATEDW
s0071V1962r,"Birds' Nests, 1885",https://vangoghmuseum.nl/en/collection/s0071V1962r,https://vangoghmuseum.nl/download/d0326670-6784-4ae6-8df7-84eb7cf2bb24.jpg,True,True,True,True,True,True,True,,,,,,,,"{'tittle': '', 'authorship': {'name': '', 'place': '', 'date': ''}, 'description': {'medium': '', 'dimensions': ''}, 'credits': {'holder': '', 'place': ''}, 'content': {'text': '', 'references': []}}","{
    ""tags"": {
        ""references"": [
            {
                ""text"": ""1885"",
                ""link"": ""/en/search/collection?date=1885""
            },
            {
                ""text"": ""Nuenen"",
                ""link"": ""/en/search/collection?place=Nuenen""
            },
            {
                ""text"": ""painting"",
                ""link"": ""/en/search/collection?type=painting""
            },
            {
                ""text"": ""still life"",
                ""link"": ""/en/search/collection?genre=still life""
            },
            {
                ""text"": ""Vincent van Gogh"",
                ""link"": ""/en/search/collection?artist=Vincent van Gogh""
            }
        ]
    }
}","{
    ""F_number"": ""F0109r"",
    ""JH_number"": """",
    ""obj_number"": ""s0071V1962r"",
    ""dimensions"": {
        ""canvas"": ""31.3 cm x 43.2 cm"",
        ""frame"": "" 42.8 cm x 54.7 cm""
    },
    ""credits"": {
        ""holder"": ""Van Gogh Museum"",
        ""place"": "" Amsterdam (Vincent van Gogh Foundation)""
    }
}","{
    ""relations"": {
        ""references"": []
    }
}"
s0071V1962v,"Self-Portrait, 1887",https://vangoghmuseum.nl/en/collection/s0071V1962v,https://vangoghmuseum.nl/download/1bd6411a-5d6c-40ea-a897-210d12364b28.jpg,True,True,True,True,True,True,True,,,,,,,,"{
    ""tittle"": ""Self-Portrait"",
    ""authorship"": {
        ""name"": ""Vincent van Gogh (1853 - 1890)"",
        ""place"": "" Paris"",
        ""date"": "" July-August 1887""
    },
    ""description"": {
        ""medium"": ""oil on canvas"",
        ""dimensions"": ""43.2 cm x 31.3 cm""
    },
    ""credits"": {
        ""holder"": "" Van Gogh Museum"",
        ""place"": "" Amsterdam (Vincent van Gogh Foundation)""
    },
    ""content"": {
        ""text"": ""Van Gogh has painted this self-portrait in a multitude of blues. Not only the background, but also his face: even the whites of his eyes are blue. He painted the self-portrait on the back of a still life because he couldn’t afford any new canvas. Previously, he had sometimes obtained painting materials on credit or in exchange for paintings. He got them from Père Tanguy, owner of a Parisian art supplies shop. But Tanguy’s wife put a stop to that. Vincent wrote angrily to his brother Theo, describing her as an ‘old witch’."",
        ""references"": []
    }
}","{
    ""tags"": {
        ""references"": [
            {
                ""text"": ""1887"",
                ""link"": ""/en/search/collection?date=1887""
            },
            {
                ""text"": ""Paris"",
                ""link"": ""/en/search/collection?place=Paris""
            },
            {
                ""text"": ""painting"",
                ""link"": ""/en/search/collection?type=painting""
            },
            {
                ""text"": ""self-portrait"",
                ""link"": ""/en/search/collection?genre=self-portrait""
            },
            {
                ""text"": ""Vincent van Gogh"",
                ""link"": ""/en/search/collection?artist=Vincent van Gogh""
            }
        ]
    }
}","{
    ""F_number"": ""F0109v"",
    ""JH_number"": """",
    ""obj_number"": ""s0071V1962v"",
    ""dimensions"": {
        ""canvas"": ""43.2 cm x 31.3 cm"",
        ""frame"": "" 54.7 cm x 42.8 cm""
    },
    ""credits"": {
        ""holder"": ""Van Gogh Museum"",
        ""place"": "" Amsterdam (Vincent van Gogh Foundation)""
    }
}","{
    ""relations"": {
        ""references"": [
            {
                ""text"": ""Self-Portrait with Straw Hat, 1887"",
                ""link"": ""https://vangoghmuseum.nl/en/collection/s0060V1962v""
            }
        ]
    }
}"
s0001V1962,"Birds' Nests, 1885",https://vangoghmuseum.nl/en/collection/s0001V1962,https://vangoghmuseum.nl/download/45214344-2680-447a-92d3-e34667866f59.jpg,True,True,True,True,True,True,True,,,,,,,,"{
    ""tittle"": ""Birds' Nests"",
    ""authorship"": {
        ""name"": ""Vincent van Gogh (1853 - 1890)"",
        ""place"": "" Nuenen"",
        ""date"": "" September-October 1885""
    },
    ""description"": {
        ""medium"": ""oil on canvas"",
        ""dimensions"": ""39.3 cm x 46.5 cm""
    },
    ""credits"": {
        ""holder"": "" Van Gogh Museum"",
        ""place"": "" Amsterdam (Vincent van Gogh Foundation)""
    },
    ""content"": {
        ""text"": ""For a while, Van Gogh was fascinated with birds' nests. In 1885, he made them the subject of five still lifes in a row. He wrote to his brother Theo that he thought these would appeal to nature lovers, 'because of the colours of the moss, dry leaves and grasses, clay &c. '. Earlier that summer, Vincent had told Theo how he got the nests. He had gone out with a peasant boy to look for them. They found six, 'from which the young had already flown, so that one could take them without too many pangs of conscience. '"",
        ""references"": [
            {
                ""text"": ""He wrote"",
                ""link"": ""http://vangoghletters.org/vg/letters/let533/letter.html""
            },
            {
                ""text"": ""Vincent had told Theo"",
                ""link"": ""http://vangoghletters.org/vg/letters/let507/letter.html""
            }
        ]
    }
}","{
    ""tags"": {
        ""references"": [
            {
                ""text"": ""1885"",
                ""link"": ""/en/search/collection?date=1885""
            },
            {
                ""text"": ""Nuenen"",
                ""link"": ""/en/search/collection?place=Nuenen""
            },
            {
                ""text"": ""painting"",
                ""link"": ""/en/search/collection?type=painting""
            },
            {
                ""text"": ""still life"",
                ""link"": ""/en/search/collection?genre=still life""
            },
            {
                ""text"": ""Vincent van Gogh"",
                ""link"": ""/en/search/collection?artist=Vincent van Gogh""
            }
        ]
    }
}","{
    ""F_number"": ""F0111"",
    ""JH_number"": """",
    ""obj_number"": ""s0001V1962"",
    ""dimensions"": {
        ""canvas"": ""39.3 cm x 46.5 cm"",
        ""frame"": "" 52 cm x 59.3 cm""
    },
    ""credits"": {
        ""holder"": ""Van Gogh Museum"",
        ""place"": "" Amsterdam (Vincent van Gogh Foundation)""
    }
}","{
    ""relations"": {
        ""references"": []
    }
}"
s0152V1962,"Basket of Potatoes, 1885",https://vangoghmuseum.nl/en/collection/s0152V1962,https://vangoghmuseum.nl/download/9fe7caba-969e-41e9-8f28-29e024c6dc56.jpg,True,True,True,True,True,True,True,,,,,,,,"{'tittle': '', 'authorship': {'name': '', 'place': '', 'date': ''}, 'description': {'medium': '', 'dimensions': ''}, 'credits': {'holder': '', 'place': ''}, 'content': {'text': '', 'references': []}}","{
    ""tags"": {
        ""references"": [
            {
                ""text"": ""1885"",
                ""link"": ""/en/search/collection?date=1885""
            },
            {
                ""text"": ""Nuenen"",
                ""link"": ""/en/search/collection?place=Nuenen""
            },
            {
                ""text"": ""painting"",
                ""link"": ""/en/search/collection?type=painting""
            },
            {
                ""text"": ""still life"",
                ""link"": ""/en/search/collection?genre=still life""
            },
            {
                ""text"": ""Vincent van Gogh"",
                ""link"": ""/en/search/collection?artist=Vincent van Gogh""
            }
        ]
    }
}","{
    ""F_number"": ""F0116"",
    ""JH_number"": """",
    ""obj_number"": ""s0152V1962"",
    ""dimensions"": {
        ""canvas"": ""50.8 cm x 66.0 cm"",
        ""frame"": "" 72.4 cm x 87.7 cm""
    },
    ""credits"": {
        ""holder"": ""Van Gogh Museum"",
        ""place"": "" Amsterdam (Vincent van Gogh Foundation)""
    }
}","{
    ""relations"": {
        ""references"": [
            {
                ""text"": ""Basket of Potatoes, 1885"",
                ""link"": ""https://vangoghmuseum.nl/en/collection/s0153V1962""
            },
            {
                ""text"": ""Baskets of Potatoes, 1885"",
                ""link"": ""https://vangoghmuseum.nl/en/collection/s0154V1962""
            },
            {
                ""text"": ""Basket of Apples, 1885"",
                ""link"": ""https://vangoghmuseum.nl/en/collection/s0151V1962""
            },
            {
                ""text"": ""Basket of Apples, 1885"",
                ""link"": ""https://vangoghmuseum.nl/en/collection/s0150V1962""
            }
        ]
    }
}"
s0008V1962,"Still Life with Bible, 1885",https://vangoghmuseum.nl/en/collection/s0008V1962,https://vangoghmuseum.nl/download/4afc3852-fe3e-498d-a4ac-8d55f71d0965.jpg,True,True,True,True,True,True,True,,,,,,,,"{
    ""tittle"": ""Still Life with Bible"",
    ""authorship"": {
        ""name"": ""Vincent van Gogh (1853 - 1890)"",
        ""place"": "" Nuenen"",
        ""date"": "" October 1885""
    },
    ""description"": {
        ""medium"": ""oil on canvas"",
        ""dimensions"": ""65.7 cm x 78.5 cm""
    },
    ""credits"": {
        ""holder"": "" Van Gogh Museum"",
        ""place"": "" Amsterdam (Vincent van Gogh Foundation)""
    },
    ""content"": {
        ""text"": ""This hefty Bible had belonged to Van Gogh's father, a Protestant minister. Van Gogh painted it just after his father's death. He placed his own copy of Émile Zola's La joie de vivre next to it. That book was a kind of 'bible' for modern life. The books symbolize the different worldviews of Van Gogh and his father. Vincent described this work to Theo as 'a still life of an open, hence an off-white Bible, bound in leather, against a black background with a yellow-brown foreground, with an additional note of lemon yellow. ' He wanted to show that the colour black could be effective. The brothers had previously discussed this question at length. Theo thought Vincent's canvases were too dark and gloomy. He encouraged his brother to use lighter, brighter tones, as the Impressionists did."",
        ""references"": [
            {
                ""text"": ""Vincent described"",
                ""link"": ""http://www.vangoghletters.org/vg/letters/let537/letter.html""
            }
        ]
    }
}","{
    ""tags"": {
        ""references"": [
            {
                ""text"": ""1885"",
                ""link"": ""/en/search/collection?date=1885""
            },
            {
                ""text"": ""Nuenen"",
                ""link"": ""/en/search/collection?place=Nuenen""
            },
            {
                ""text"": ""painting"",
                ""link"": ""/en/search/collection?type=painting""
            },
            {
                ""text"": ""still life"",
                ""link"": ""/en/search/collection?genre=still life""
            },
            {
                ""text"": ""Vincent van Gogh"",
                ""link"": ""/en/search/collection?artist=Vincent van Gogh""
            }
        ]
    }
}","{
    ""F_number"": ""F0117"",
    ""JH_number"": """",
    ""obj_number"": ""s0008V1962"",
    ""dimensions"": {
        ""canvas"": ""65.7 cm x 78.5 cm"",
        ""frame"": "" 88.00 cm x 101 cm""
    },
    ""credits"": {
        ""holder"": ""Van Gogh Museum"",
        ""place"": "" Amsterdam (Vincent van Gogh Foundation)""
    }
}","{
    ""relations"": {
        ""references"": []
    }
}"
s0141M1977,"Avenue of Poplars in Autumn, 1884",https://vangoghmuseum.nl/en/collection/s0141M1977,https://vangoghmuseum.nl/download/617da610-c84f-4fef-a42b-9c9bcbf0e233.jpg,True,True,True,True,True,True,True,,,,,,,,"{'tittle': '', 'authorship': {'name': '', 'place': '', 'date': ''}, 'description': {'medium': '', 'dimensions': ''}, 'credits': {'holder': '', 'place': ''}, 'content': {'text': '', 'references': []}}","{
    ""tags"": {
        ""references"": [
            {
                ""text"": ""1884"",
                ""link"": ""/en/search/collection?date=1884""
            },
            {
                ""text"": ""Nuenen"",
                ""link"": ""/en/search/collection?place=Nuenen""
            },
            {
                ""text"": ""painting"",
                ""link"": ""/en/search/collection?type=painting""
            },
            {
                ""text"": ""landscape"",
                ""link"": ""/en/search/collection?genre=landscape""
            },
            {
                ""text"": ""townscape"",
                ""link"": ""/en/search/collection?genre=townscape""
            },
            {
                ""text"": ""Vincent van Gogh"",
                ""link"": ""/en/search/collection?artist=Vincent van Gogh""
            }
        ]
    }
}","{
    ""F_number"": ""F0122"",
    ""JH_number"": """",
    ""obj_number"": ""s0141M1977"",
    ""dimensions"": {
        ""canvas"": ""99 cm x 65.7 cm"",
        ""frame"": "" 117.4 cm x 84.3 cm""
    },
    ""credits"": {
        ""holder"": ""Van Gogh Museum"",
        ""place"": "" Amsterdam (purchased with support from the Vincent van Gogh Foundation and the Rembrandt Association)""
    }
}","{
    ""relations"": {
        ""references"": []
    }
}"
s0139V1962,"Head of a Woman, 1885",https://vangoghmuseum.nl/en/collection/s0139V1962,https://vangoghmuseum.nl/download/935e9647-fb65-4f2b-81ec-332f5eb032e5.jpg,True,True,True,True,True,True,True,,,,,,,,"{
    ""tittle"": ""Head of a Woman"",
    ""authorship"": {
        ""name"": ""Vincent van Gogh (1853 - 1890)"",
        ""place"": "" Nuenen"",
        ""date"": "" March 1885""
    },
    ""description"": {
        ""medium"": ""oil on canvas"",
        ""dimensions"": ""42.7 cm x 33.5 cm""
    },
    ""credits"": {
        ""holder"": "" Van Gogh Museum"",
        ""place"": "" Amsterdam (Vincent van Gogh Foundation)""
    },
    ""content"": {
        ""text"": ""In the winter of 1884-1885, Van Gogh made a large series of paintings in Nuenen (NL): studies of farm workers' heads. Peasant women in Brabant really did wear white headdresses in those days. These intrigued Van Gogh because of the contrast with their faces, which remained partly in shadow. 'The heads of these women here with the white caps — it’s difficult — but it’s so eternally beautiful', he wrote. At first glance, this woman's headdress looks white, but if you look more carefully you can see that Van Gogh used a variety of colours. Out of all the study heads from Nuenen, this woman is the only one whose name is known: Gordina de Groot. She is also at the table in The Potato Eaters."",
        ""references"": [
            {
                ""text"": ""he wrote"",
                ""link"": ""http://www.vangoghletters.org/vg/letters/let478/letter.html""
            },
            {
                ""text"": ""The Potato Eaters"",
                ""link"": ""https://www.vangoghmuseum.nl/en/collection/s0005V1962""
            }
        ]
    }
}","{
    ""tags"": {
        ""references"": [
            {
                ""text"": ""1885"",
                ""link"": ""/en/search/collection?date=1885""
            },
            {
                ""text"": ""Nuenen"",
                ""link"": ""/en/search/collection?place=Nuenen""
            },
            {
                ""text"": ""painting"",
                ""link"": ""/en/search/collection?type=painting""
            },
            {
                ""text"": ""study"",
                ""link"": ""/en/search/collection?type=study""
            },
            {
                ""text"": ""figure (representation)"",
                ""link"": ""/en/search/collection?genre=figure (representation)""
            },
            {
                ""text"": ""Heads"",
                ""link"": ""/en/search/collection?genre=Heads""
            },
            {
                ""text"": ""peasant life"",
                ""link"": ""/en/search/collection?genre=peasant life""
            },
            {
                ""text"": ""Vincent van Gogh"",
                ""link"": ""/en/search/collection?artist=Vincent van Gogh""
            }
        ]
    }
}","{
    ""F_number"": ""F0130"",
    ""JH_number"": """",
    ""obj_number"": ""s0139V1962"",
    ""dimensions"": {
        ""canvas"": ""42.7 cm x 33.5 cm"",
        ""frame"": "" 57.6 cm x 48.3 cm""
    },
    ""credits"": {
        ""holder"": ""Van Gogh Museum"",
        ""place"": "" Amsterdam (Vincent van Gogh Foundation)""
    }
}","{
    ""relations"": {
        ""references"": [
            {
                ""text"": ""Letter from Vincent van Gogh to Theo van Gogh with…, 1885"",
                ""link"": ""https://vangoghmuseum.nl/en/collection/b0435V1962""
            },
            {
                ""text"": ""Head of a Woman, 1884 - 1885"",
                ""link"": ""https://vangoghmuseum.nl/en/collection/s0072V1962""
            },
            {
                ""text"": ""Head of a Man, 1884 - 1885"",
                ""link"": ""https://vangoghmuseum.nl/en/collection/s0069V1962""
            },
            {
                ""text"": ""Head of a Woman, 1885"",
                ""link"": ""https://vangoghmuseum.nl/en/collection/s0006V1962""
            },
            {
                ""text"": ""Head of a Woman, 1885"",
                ""link"": ""https://vangoghmuseum.nl/en/collection/s0062V1962""
            },
            {
                ""text"": ""Head of a Woman, 1885"",
                ""link"": ""https://vangoghmuseum.nl/en/collection/s0084V1962""
            }
        ]
    }
}"
s0452S1995,"Woman Lifting Potatoes, 1885",https://vangoghmuseum.nl/en/collection/s0452S1995,https://vangoghmuseum.nl/download/aaad1cd2-e637-4aff-bf3f-5e23759f6629.jpg,True,True,True,True,True,True,True,,,,,,,,"{
    ""tittle"": ""Woman Lifting Potatoes"",
    ""authorship"": {
        ""name"": ""Vincent van Gogh (1853 - 1890)"",
        ""place"": "" Nuenen"",
        ""date"": "" July-August 1885""
    },
    ""description"": {
        ""medium"": ""oil on canvas on panel"",
        ""dimensions"": ""41.8 cm x 32.5 cm""
    },
    ""credits"": {
        ""holder"": "" Van Gogh Museum"",
        ""place"": "" Amsterdam (bequest of Dr. M. Rehfisch)""
    },
    ""content"": {
        ""text"": ""This farm worker is lifting potatoes out of the soil with a fork. For Van Gogh, this painting was an exercise in 'modelling' figures. Having been criticised for the stiff, flat figures in The Potato Eaters, he was trying to give this one a bit more life and volume. The woman's pose is still slightly rigid. The proportions are not quite right either: her head is too small compared to her body, her hands are huge, and her wooden shoes are gigantic. In the sky, there is a tiny hint of blue."",
        ""references"": []
    }
}","{
    ""tags"": {
        ""references"": [
            {
                ""text"": ""1885"",
                ""link"": ""/en/search/collection?date=1885""
            },
            {
                ""text"": ""Nuenen"",
                ""link"": ""/en/search/collection?place=Nuenen""
            },
            {
                ""text"": ""painting"",
                ""link"": ""/en/search/collection?type=painting""
            },
            {
                ""text"": ""figure (representation)"",
                ""link"": ""/en/search/collection?genre=figure (representation)""
            },
            {
                ""text"": ""peasant life"",
                ""link"": ""/en/search/collection?genre=peasant life""
            },
            {
                ""text"": ""Vincent van Gogh"",
                ""link"": ""/en/search/collection?artist=Vincent van Gogh""
            }
        ]
    }
}","{
    ""F_number"": ""F0147"",
    ""JH_number"": """",
    ""obj_number"": ""s0452S1995"",
    ""dimensions"": {
        ""canvas"": ""41.8 cm x 32.5 cm"",
        ""frame"": "" 54 cm x 43.5 cm""
    },
    ""credits"": {
        ""holder"": ""Van Gogh Museum"",
        ""place"": "" Amsterdam (bequest of Dr. M. Rehfisch)""
    }
}","{
    ""relations"": {
        ""references"": []
    }
}"
s0072V1962,"Head of a Woman, 1884 - 1885",https://vangoghmuseum.nl/en/collection/s0072V1962,https://vangoghmuseum.nl/download/24bb127b-022e-476c-9eab-cc72ce64c04f.jpg,True,True,True,True,True,True,True,,,,,,,,"{
    ""tittle"": ""Head of a Woman"",
    ""authorship"": {
        ""name"": ""Vincent van Gogh (1853 - 1890)"",
        ""place"": "" Nuenen"",
        ""date"": "" November 1884-January 1885""
    },
    ""description"": {
        ""medium"": ""oil on canvas"",
        ""dimensions"": ""42.0 cm x 33.3 cm""
    },
    ""credits"": {
        ""holder"": "" Van Gogh Museum"",
        ""place"": "" Amsterdam (Vincent van Gogh Foundation)""
    },
    ""content"": {
        ""text"": ""Van Gogh hoped one day to become a figure painter. So he was constantly drawing and painting studies of heads. He made portraits of countless men and women who worked on farms around Nuenen (NL). To him, these were not portraits of individuals but depictions of types. In his eyes, they represented the hard life of farm workers. Above this woman's left eye (on the right of the painting) is a black dot: her pupil. This bit of paint shifted after the painting was done and ended up on her eyelid."",
        ""references"": []
    }
}","{
    ""tags"": {
        ""references"": [
            {
                ""text"": ""1884"",
                ""link"": ""/en/search/collection?date=1884""
            },
            {
                ""text"": ""1885"",
                ""link"": ""/en/search/collection?date=1885""
            },
            {
                ""text"": ""Nuenen"",
                ""link"": ""/en/search/collection?place=Nuenen""
            },
            {
                ""text"": ""painting"",
                ""link"": ""/en/search/collection?type=painting""
            },
            {
                ""text"": ""study"",
                ""link"": ""/en/search/collection?type=study""
            },
            {
                ""text"": ""figure (representation)"",
                ""link"": ""/en/search/collection?genre=figure (representation)""
            },
            {
                ""text"": ""Heads"",
                ""link"": ""/en/search/collection?genre=Heads""
            },
            {
                ""text"": ""peasant life"",
                ""link"": ""/en/search/collection?genre=peasant life""
            },
            {
                ""text"": ""Vincent van Gogh"",
                ""link"": ""/en/search/collection?artist=Vincent van Gogh""
            }
        ]
    }
}","{
    ""F_number"": ""F0156"",
    ""JH_number"": """",
    ""obj_number"": ""s0072V1962"",
    ""dimensions"": {
        ""canvas"": ""42.0 cm x 33.3 cm"",
        ""frame"": "" 58.5 cm x 50 cm""
    },
    ""credits"": {
        ""holder"": ""Van Gogh Museum"",
        ""place"": "" Amsterdam (Vincent van Gogh Foundation)""
    }
}","{
    ""relations"": {
        ""references"": [
            {
                ""text"": ""Head of a Woman, 1884 - 1885"",
                ""link"": ""https://vangoghmuseum.nl/en/collection/d0267V1971""
            },
            {
                ""text"": ""Head of a Man, 1884 - 1885"",
                ""link"": ""https://vangoghmuseum.nl/en/collection/s0069V1962""
            },
            {
                ""text"": ""Head of a Woman, 1885"",
                ""link"": ""https://vangoghmuseum.nl/en/collection/s0139V1962""
            },
            {
                ""text"": ""Head of a Woman, 1885"",
                ""link"": ""https://vangoghmuseum.nl/en/collection/s0006V1962""
            },
            {
                ""text"": ""Head of a Woman, 1885"",
                ""link"": ""https://vangoghmuseum.nl/en/collection/s0062V1962""
            },
            {
                ""text"": ""Head of a Woman, 1885"",
                ""link"": ""https://vangoghmuseum.nl/en/collection/s0084V1962""
            }
        ]
    }
}"
s0343V1966,"Head of a Woman, 1884 - 1885",https://vangoghmuseum.nl/en/collection/s0343V1966,https://vangoghmuseum.nl/download/56a6f329-4e4c-4116-9359-1cafe183a53e.jpg,True,True,True,True,True,True,True,,,,,,,,"{'tittle': '', 'authorship': {'name': '', 'place': '', 'date': ''}, 'description': {'medium': '', 'dimensions': ''}, 'credits': {'holder': '', 'place': ''}, 'content': {'text': '', 'references': []}}","{
    ""tags"": {
        ""references"": [
            {
                ""text"": ""1884"",
                ""link"": ""/en/search/collection?date=1884""
            },
            {
                ""text"": ""1885"",
                ""link"": ""/en/search/collection?date=1885""
            },
            {
                ""text"": ""Nuenen"",
                ""link"": ""/en/search/collection?place=Nuenen""
            },
            {
                ""text"": ""painting"",
                ""link"": ""/en/search/collection?type=painting""
            },
            {
                ""text"": ""study"",
                ""link"": ""/en/search/collection?type=study""
            },
            {
                ""text"": ""figure (representation)"",
                ""link"": ""/en/search/collection?genre=figure (representation)""
            },
            {
                ""text"": ""Heads"",
                ""link"": ""/en/search/collection?genre=Heads""
            },
            {
                ""text"": ""peasant life"",
                ""link"": ""/en/search/collection?genre=peasant life""
            },
            {
                ""text"": ""Vincent van Gogh"",
                ""link"": ""/en/search/collection?artist=Vincent van Gogh""
            }
        ]
    }
}","{
    ""F_number"": ""F0159"",
    ""JH_number"": """",
    ""obj_number"": ""s0343V1966"",
    ""dimensions"": {
        ""canvas"": ""47.8 cm x 34.8 cm"",
        ""frame"": "" 62 cm x 49 cm""
    },
    ""credits"": {
        ""holder"": ""Van Gogh Museum"",
        ""place"": "" Amsterdam (Vincent van Gogh Foundation)""
    }
}","{
    ""relations"": {
        ""references"": []
    }
}"
s0006V1962,"Head of a Woman, 1885",https://vangoghmuseum.nl/en/collection/s0006V1962,https://vangoghmuseum.nl/download/885799a7-0c4e-404a-b26e-08d251fe1fec.jpg,True,True,True,True,True,True,True,,,,,,,,"{
    ""tittle"": ""Head of a Woman"",
    ""authorship"": {
        ""name"": ""Vincent van Gogh (1853 - 1890)"",
        ""place"": "" Nuenen"",
        ""date"": "" April 1885""
    },
    ""description"": {
        ""medium"": ""oil on canvas"",
        ""dimensions"": ""43.2 cm x 30.0 cm x 2.2 cm""
    },
    ""credits"": {
        ""holder"": "" Van Gogh Museum"",
        ""place"": "" Amsterdam (Vincent van Gogh Foundation)""
    },
    ""content"": {
        ""text"": ""This woman is Gordina de Groot, who posed with her family for The Potato Eaters. To prepare for that painting, Van Gogh made over 40 studies of farmworkers' heads, including this one. He hoped this would make him a better figure painter. Van Gogh wanted to portray peasants as people of a special kind, who had been working the land for centuries. 'They remind one of the earth, sometimes appear to have been modelled out of it, ' Vincent wrote to his brother Theo. This work was a study in colour. Van Gogh concentrated on the complementary colours red and green."",
        ""references"": [
            {
                ""text"": ""complementary colours"",
                ""link"": ""https://www.vangoghmuseum.nl/en/stories/looking-for-contrast#3""
            }
        ]
    }
}","{
    ""tags"": {
        ""references"": [
            {
                ""text"": ""1885"",
                ""link"": ""/en/search/collection?date=1885""
            },
            {
                ""text"": ""Nuenen"",
                ""link"": ""/en/search/collection?place=Nuenen""
            },
            {
                ""text"": ""painting"",
                ""link"": ""/en/search/collection?type=painting""
            },
            {
                ""text"": ""study"",
                ""link"": ""/en/search/collection?type=study""
            },
            {
                ""text"": ""figure (representation)"",
                ""link"": ""/en/search/collection?genre=figure (representation)""
            },
            {
                ""text"": ""Heads"",
                ""link"": ""/en/search/collection?genre=Heads""
            },
            {
                ""text"": ""peasant life"",
                ""link"": ""/en/search/collection?genre=peasant life""
            },
            {
                ""text"": ""Vincent van Gogh"",
                ""link"": ""/en/search/collection?artist=Vincent van Gogh""
            }
        ]
    }
}","{
    ""F_number"": ""F0160"",
    ""JH_number"": """",
    ""obj_number"": ""s0006V1962"",
    ""dimensions"": {
        ""canvas"": ""43.2 cm x 30.0 cm"",
        ""frame"": ""43.2 cm x 30.0 cm""
    },
    ""credits"": {
        ""holder"": ""Van Gogh Museum"",
        ""place"": "" Amsterdam (Vincent van Gogh Foundation)""
    }
}","{
    ""relations"": {
        ""references"": [
            {
                ""text"": ""Head of a Woman, 1884 - 1885"",
                ""link"": ""https://vangoghmuseum.nl/en/collection/s0072V1962""
            },
            {
                ""text"": ""Head of a Man, 1884 - 1885"",
                ""link"": ""https://vangoghmuseum.nl/en/collection/s0069V1962""
            },
            {
                ""text"": ""Head of a Woman, 1885"",
                ""link"": ""https://vangoghmuseum.nl/en/collection/s0139V1962""
            },
            {
                ""text"": ""Head of a Woman, 1885"",
                ""link"": ""https://vangoghmuseum.nl/en/collection/s0062V1962""
            },
            {
                ""text"": ""Head of a Woman, 1885"",
                ""link"": ""https://vangoghmuseum.nl/en/collection/s0084V1962""
            }
        ]
    }
}"
s0058V1962,"Woman with a Mourning Shawl, 1885",https://vangoghmuseum.nl/en/collection/s0058V1962,https://vangoghmuseum.nl/download/effc4d86-9dda-4c2e-92e9-39297ecaf0dd.jpg,True,True,True,True,True,True,True,,,,,,,,"{
    ""tittle"": ""Woman with a Mourning Shawl"",
    ""authorship"": {
        ""name"": ""Vincent van Gogh (1853 - 1890)"",
        ""place"": "" Nuenen"",
        ""date"": "" March-May 1885""
    },
    ""description"": {
        ""medium"": ""oil on canvas"",
        ""dimensions"": ""45.5 cm x 33.0 cm""
    },
    ""credits"": {
        ""holder"": "" Van Gogh Museum"",
        ""place"": "" Amsterdam (Vincent van Gogh Foundation)""
    },
    ""content"": {
        ""text"": ""Here, Van Gogh was practising painting strong contrasts between light and dark, using only a few colours – ochre for hands and face and green for background and clothing. The woman is wearing a ‘falie’ or mourning shawl. If you look carefully, you can just spot a white bonnet peeping out from under it. In the spring and summer of 1885, Van Gogh drew and painted other women wearing shawls over their heads in this way. They were worn at funerals or when in mourning."",
        ""references"": [
            {
                ""text"": ""drew"",
                ""link"": ""https://www.vangoghmuseum.nl/en/collection/d0024V1962""
            }
        ]
    }
}","{
    ""tags"": {
        ""references"": [
            {
                ""text"": ""1885"",
                ""link"": ""/en/search/collection?date=1885""
            },
            {
                ""text"": ""Nuenen"",
                ""link"": ""/en/search/collection?place=Nuenen""
            },
            {
                ""text"": ""painting"",
                ""link"": ""/en/search/collection?type=painting""
            },
            {
                ""text"": ""study"",
                ""link"": ""/en/search/collection?type=study""
            },
            {
                ""text"": ""figure (representation)"",
                ""link"": ""/en/search/collection?genre=figure (representation)""
            },
            {
                ""text"": ""Heads"",
                ""link"": ""/en/search/collection?genre=Heads""
            },
            {
                ""text"": ""peasant life"",
                ""link"": ""/en/search/collection?genre=peasant life""
            },
            {
                ""text"": ""Vincent van Gogh"",
                ""link"": ""/en/search/collection?artist=Vincent van Gogh""
            }
        ]
    }
}","{
    ""F_number"": ""F0161"",
    ""JH_number"": """",
    ""obj_number"": ""s0058V1962"",
    ""dimensions"": {
        ""canvas"": ""45.5 cm x 33.0 cm"",
        ""frame"": "" 60 cm x 48 cm""
    },
    ""credits"": {
        ""holder"": ""Van Gogh Museum"",
        ""place"": "" Amsterdam (Vincent van Gogh Foundation)""
    }
}","{
    ""relations"": {
        ""references"": []
    }
}"
